temp,logg,feh,alpha,band,resolution,vsini,sampling,correctflag,quality,cond1,cond2,cond3
3400,4.5,0.0,0.0,H,80k,10.0,3.8,0,1858,15.3,24.7,15.7
3400,4.5,0.0,0.0,H,80k,10.0,4.3,0,1861,14.3,23.1,14.6
3200,4.5,0.0,0.0,Y,70k,0.1,3.8,0,6452,6.0,7.4,6.1
3200,4.5,0.0,0.0,Y,70k,0.1,4.3,0,6557,5.5,6.8,5.6
3200,4.5,0.0,0.0,Y,70k,1.0,3.8,0,6272,6.2,7.6,6.3
3200,4.5,0.0,0.0,Y,70k,1.0,4.3,0,6370,5.7,7.0,5.8
3200,4.5,0.0,0.0,Y,70k,5.0,3.8,0,3702,10.5,12.6,10.6
3200,4.5,0.0,0.0,Y,70k,5.0,4.3,0,3723,9.8,11.7,9.9
3200,4.5,0.0,0.0,Y,70k,10.0,3.8,0,1980,19.6,23.2,19.9
3200,4.5,0.0,0.0,Y,70k,10.0,4.3,0,1985,18.3,21.6,18.5
3200,4.5,0.0,0.0,J,70k,0.1,3.8,0,3392,9.4,22.3,9.9
3200,4.5,0.0,0.0,J,70k,0.1,4.3,0,3448,8.6,20.3,9.1
3200,4.5,0.0,0.0,J,70k,1.0,3.8,0,3286,9.7,23.1,10.2
3200,4.5,0.0,0.0,J,70k,1.0,4.3,0,3337,8.9,21.1,9.4
3200,4.5,0.0,0.0,J,70k,5.0,3.8,0,1912,16.8,42.0,17.8
3200,4.5,0.0,0.0,J,70k,5.0,4.3,0,1923,15.6,38.9,16.5
3200,4.5,0.0,0.0,J,70k,10.0,3.8,0,995,32.6,87.1,34.6
3200,4.5,0.0,0.0,J,70k,10.0,4.3,0,997,30.4,81.1,32.2
3200,4.5,0.0,0.0,H,70k,0.1,3.8,0,4861,6.2,10.8,6.4
3200,4.5,0.0,0.0,H,70k,0.1,4.3,0,4918,5.7,9.9,5.9
3200,4.5,0.0,0.0,H,70k,1.0,3.8,0,4766,6.3,11.0,6.5
3200,4.5,0.0,0.0,H,70k,1.0,4.3,0,4819,5.8,10.1,6.0
3200,4.5,0.0,0.0,H,70k,5.0,3.8,0,3121,9.7,16.6,10.0
3200,4.5,0.0,0.0,H,70k,5.0,4.3,0,3137,9.0,15.4,9.3
3200,4.5,0.0,0.0,H,70k,10.0,3.8,0,1734,17.6,29.9,18.1
3200,4.5,0.0,0.0,H,70k,10.0,4.3,0,1737,16.4,27.9,16.9
3200,4.5,0.0,0.0,Y,80k,0.1,3.8,0,7454,4.9,6.0,4.9
3200,4.5,0.0,0.0,Y,80k,0.1,4.3,0,7570,4.5,5.5,4.5
3200,4.5,0.0,0.0,Y,80k,1.0,3.8,0,7193,5.1,6.2,5.1
3200,4.5,0.0,0.0,Y,80k,1.0,4.3,0,7299,4.7,5.7,4.7
3200,4.5,0.0,0.0,Y,80k,5.0,3.8,0,3887,9.4,11.2,9.5
3200,4.5,0.0,0.0,Y,80k,5.0,4.3,0,3905,8.7,10.4,8.8
3200,4.5,0.0,0.0,Y,80k,10.0,3.8,0,2018,18.0,21.3,18.2
3200,4.5,0.0,0.0,Y,80k,10.0,4.3,0,2021,16.8,19.9,17.0
3200,4.5,0.0,0.0,J,80k,0.1,3.8,0,3934,7.6,17.7,8.0
3200,4.5,0.0,0.0,J,80k,0.1,4.3,0,3997,6.9,16.1,7.3
3200,4.5,0.0,0.0,J,80k,1.0,3.8,0,3780,7.9,18.5,8.3
3200,4.5,0.0,0.0,J,80k,1.0,4.3,0,3837,7.2,16.9,7.6
3200,4.5,0.0,0.0,J,80k,5.0,3.8,0,2011,15.0,37.2,15.8
3200,4.5,0.0,0.0,J,80k,5.0,4.3,0,2021,13.9,34.4,14.6
3200,4.5,0.0,0.0,J,80k,10.0,3.8,0,1015,29.9,79.7,31.7
3200,4.5,0.0,0.0,J,80k,10.0,4.3,0,1017,27.9,74.1,29.5
3200,4.5,0.0,0.0,H,80k,0.1,3.8,0,5384,5.2,9.1,5.4
3200,4.5,0.0,0.0,H,80k,0.1,4.3,0,5440,4.8,8.4,5.0
3200,4.5,0.0,0.0,H,80k,1.0,3.8,0,5259,5.4,9.3,5.5
3200,4.5,0.0,0.0,H,80k,1.0,4.3,0,5312,5.0,8.6,5.1
3200,4.5,0.0,0.0,H,80k,5.0,3.8,0,3259,8.7,14.9,8.9
3200,4.5,0.0,0.0,H,80k,5.0,4.3,0,3273,8.1,13.8,8.3
3200,4.5,0.0,0.0,H,80k,10.0,3.8,0,1764,16.2,27.5,16.6
3200,4.5,0.0,0.0,H,80k,10.0,4.3,0,1767,15.1,25.7,15.5
3000,4.5,0.0,0.0,Y,70k,0.1,3.8,0,7187,5.4,6.8,5.5
3000,4.5,0.0,0.0,Y,70k,0.1,4.3,0,7298,5.0,6.2,5.0
3000,4.5,0.0,0.0,Y,70k,1.0,3.8,0,6998,5.6,6.9,5.6
3000,4.5,0.0,0.0,Y,70k,1.0,4.3,0,7101,5.1,6.4,5.2
3000,4.5,0.0,0.0,Y,70k,5.0,3.8,0,4260,9.1,11.1,9.2
3000,4.5,0.0,0.0,Y,70k,5.0,4.3,0,4283,8.5,10.3,8.6
3000,4.5,0.0,0.0,Y,70k,10.0,3.8,0,2389,16.3,19.3,16.5
3000,4.5,0.0,0.0,Y,70k,10.0,4.3,0,2394,15.2,18.0,15.3
3000,4.5,0.0,0.0,J,70k,0.1,3.8,0,3705,8.6,22.1,9.0
3000,4.5,0.0,0.0,J,70k,0.1,4.3,0,3765,7.8,20.2,8.3
3000,4.5,0.0,0.0,J,70k,1.0,3.8,0,3592,8.8,22.9,9.3
3000,4.5,0.0,0.0,J,70k,1.0,4.3,0,3646,8.1,20.9,8.5
3000,4.5,0.0,0.0,J,70k,5.0,3.8,0,2117,15.1,40.3,16.0
3000,4.5,0.0,0.0,J,70k,5.0,4.3,0,2129,14.0,37.3,14.8
3000,4.5,0.0,0.0,J,70k,10.0,3.8,0,1127,28.7,78.2,30.5
3000,4.5,0.0,0.0,J,70k,10.0,4.3,0,1130,26.7,72.8,28.4
3000,4.5,0.0,0.0,H,70k,0.1,3.8,0,5104,5.9,10.9,6.1
3000,4.5,0.0,0.0,H,70k,0.1,4.3,0,5167,5.4,10.0,5.6
3000,4.5,0.0,0.0,H,70k,1.0,3.8,0,4998,6.0,11.1,6.2
3000,4.5,0.0,0.0,H,70k,1.0,4.3,0,5057,5.6,10.2,5.7
3000,4.5,0.0,0.0,H,70k,5.0,3.8,0,3189,9.5,17.2,9.8
3000,4.5,0.0,0.0,H,70k,5.0,4.3,0,3206,8.8,16.0,9.1
3000,4.5,0.0,0.0,H,70k,10.0,3.8,0,1724,17.7,32.3,18.3
3000,4.5,0.0,0.0,H,70k,10.0,4.3,0,1728,16.5,30.1,17.0
3000,4.5,0.0,0.0,Y,80k,0.1,3.8,0,8247,4.4,5.5,4.5
3000,4.5,0.0,0.0,Y,80k,0.1,4.3,0,8370,4.1,5.1,4.1
3000,4.5,0.0,0.0,Y,80k,1.0,3.8,0,7974,4.6,5.7,4.6
3000,4.5,0.0,0.0,Y,80k,1.0,4.3,0,8085,4.2,5.3,4.3
3000,4.5,0.0,0.0,Y,80k,5.0,3.8,0,4460,8.2,9.9,8.3
3000,4.5,0.0,0.0,Y,80k,5.0,4.3,0,4479,7.6,9.2,7.7
3000,4.5,0.0,0.0,Y,80k,10.0,3.8,0,2430,15.0,17.8,15.1
3000,4.5,0.0,0.0,Y,80k,10.0,4.3,0,2434,14.0,16.6,14.1
3000,4.5,0.0,0.0,J,80k,0.1,3.8,0,4280,6.9,17.7,7.3
3000,4.5,0.0,0.0,J,80k,0.1,4.3,0,4348,6.3,16.1,6.7
3000,4.5,0.0,0.0,J,80k,1.0,3.8,0,4116,7.2,18.5,7.6
3000,4.5,0.0,0.0,J,80k,1.0,4.3,0,4177,6.6,16.9,6.9
3000,4.5,0.0,0.0,J,80k,5.0,3.8,0,2225,13.5,35.8,14.2
3000,4.5,0.0,0.0,J,80k,5.0,4.3,0,2235,12.5,33.1,13.2
3000,4.5,0.0,0.0,J,80k,10.0,3.8,0,1149,26.4,71.8,28.0
3000,4.5,0.0,0.0,J,80k,10.0,4.3,0,1151,24.6,66.8,26.1
3000,4.5,0.0,0.0,H,80k,0.1,3.8,0,5693,4.9,9.1,5.1
3000,4.5,0.0,0.0,H,80k,0.1,4.3,0,5757,4.6,8.4,4.7
3000,4.5,0.0,0.0,H,80k,1.0,3.8,0,5551,5.1,9.3,5.2
3000,4.5,0.0,0.0,H,80k,1.0,4.3,0,5611,4.7,8.6,4.8
3000,4.5,0.0,0.0,H,80k,5.0,3.8,0,3337,8.5,15.4,8.8
3000,4.5,0.0,0.0,H,80k,5.0,4.3,0,3351,7.9,14.3,8.1
3000,4.5,0.0,0.0,H,80k,10.0,3.8,0,1756,16.2,29.7,16.8
3000,4.5,0.0,0.0,H,80k,10.0,4.3,0,1760,15.1,27.7,15.6
2800,4.5,0.0,0.0,Y,70k,0.1,3.8,0,9003,4.3,5.5,4.4
2800,4.5,0.0,0.0,Y,70k,0.1,4.3,0,9144,4.0,5.1,4.0
2800,4.5,0.0,0.0,Y,70k,1.0,3.8,0,8763,4.4,5.7,4.5
2800,4.5,0.0,0.0,Y,70k,1.0,4.3,0,8894,4.1,5.2,4.1
2800,4.5,0.0,0.0,Y,70k,5.0,3.8,0,5321,7.3,9.0,7.4
2800,4.5,0.0,0.0,Y,70k,5.0,4.3,0,5349,6.8,8.4,6.9
2800,4.5,0.0,0.0,Y,70k,10.0,3.8,0,3047,12.8,15.3,12.9
2800,4.5,0.0,0.0,Y,70k,10.0,4.3,0,3053,11.9,14.2,12.1
2800,4.5,0.0,0.0,J,70k,0.1,3.8,0,4676,6.7,17.4,7.0
2800,4.5,0.0,0.0,J,70k,0.1,4.3,0,4752,6.1,15.9,6.4
2800,4.5,0.0,0.0,J,70k,1.0,3.8,0,4532,6.9,18.0,7.3
2800,4.5,0.0,0.0,J,70k,1.0,4.3,0,4602,6.3,16.5,6.6
2800,4.5,0.0,0.0,J,70k,5.0,3.8,0,2668,11.8,31.5,12.5
2800,4.5,0.0,0.0,J,70k,5.0,4.3,0,2683,11.0,29.2,11.6
2800,4.5,0.0,0.0,J,70k,10.0,3.8,0,1427,22.5,59.3,23.8
2800,4.5,0.0,0.0,J,70k,10.0,4.3,0,1430,20.9,55.2,22.2
2800,4.5,0.0,0.0,H,70k,0.1,3.8,0,5854,5.2,9.9,5.3
2800,4.5,0.0,0.0,H,70k,0.1,4.3,0,5929,4.8,9.1,4.9
2800,4.5,0.0,0.0,H,70k,1.0,3.8,0,5728,5.3,10.2,5.5
2800,4.5,0.0,0.0,H,70k,1.0,4.3,0,5798,4.9,9.4,5.0
2800,4.5,0.0,0.0,H,70k,5.0,3.8,0,3602,8.4,16.1,8.7
2800,4.5,0.0,0.0,H,70k,5.0,4.3,0,3622,7.8,15.0,8.1
2800,4.5,0.0,0.0,H,70k,10.0,3.8,0,1924,15.9,31.0,16.5
2800,4.5,0.0,0.0,H,70k,10.0,4.3,0,1928,14.8,28.9,15.4
2800,4.5,0.0,0.0,Y,80k,0.1,3.8,0,10359,3.5,4.5,3.6
2800,4.5,0.0,0.0,Y,80k,0.1,4.3,0,10517,3.2,4.2,3.3
2800,4.5,0.0,0.0,Y,80k,1.0,3.8,0,10010,3.6,4.7,3.7
2800,4.5,0.0,0.0,Y,80k,1.0,4.3,0,10153,3.4,4.3,3.4
2800,4.5,0.0,0.0,Y,80k,5.0,3.8,0,5567,6.5,8.1,6.6
2800,4.5,0.0,0.0,Y,80k,5.0,4.3,0,5591,6.1,7.5,6.2
2800,4.5,0.0,0.0,Y,80k,10.0,3.8,0,3097,11.8,14.1,11.9
2800,4.5,0.0,0.0,Y,80k,10.0,4.3,0,3101,11.0,13.1,11.1
2800,4.5,0.0,0.0,J,80k,0.1,3.8,0,5408,5.4,14.0,5.7
2800,4.5,0.0,0.0,J,80k,0.1,4.3,0,5493,4.9,12.7,5.2
2800,4.5,0.0,0.0,J,80k,1.0,3.8,0,5199,5.6,14.6,5.9
2800,4.5,0.0,0.0,J,80k,1.0,4.3,0,5276,5.1,13.3,5.4
2800,4.5,0.0,0.0,J,80k,5.0,3.8,0,2803,10.5,28.0,11.2
2800,4.5,0.0,0.0,J,80k,5.0,4.3,0,2817,9.8,25.9,10.3
2800,4.5,0.0,0.0,J,80k,10.0,3.8,0,1454,20.7,54.4,21.9
2800,4.5,0.0,0.0,J,80k,10.0,4.3,0,1457,19.2,50.7,20.4
2800,4.5,0.0,0.0,H,80k,0.1,3.8,0,6555,4.3,8.3,4.5
2800,4.5,0.0,0.0,H,80k,0.1,4.3,0,6632,4.0,7.7,4.1
2800,4.5,0.0,0.0,H,80k,1.0,3.8,0,6386,4.4,8.5,4.6
2800,4.5,0.0,0.0,H,80k,1.0,4.3,0,6457,4.1,7.9,4.2
2800,4.5,0.0,0.0,H,80k,5.0,3.8,0,3773,7.5,14.4,7.8
2800,4.5,0.0,0.0,H,80k,5.0,4.3,0,3790,7.0,13.4,7.2
2800,4.5,0.0,0.0,H,80k,10.0,3.8,0,1961,14.6,28.5,15.1
2800,4.5,0.0,0.0,H,80k,10.0,4.3,0,1964,13.6,26.5,14.1
2700,4.5,0.0,0.0,Y,70k,0.1,3.8,0,10196,3.8,4.9,3.9
2700,4.5,0.0,0.0,Y,70k,0.1,4.3,0,10359,3.5,4.6,3.6
2700,4.5,0.0,0.0,Y,70k,1.0,3.8,0,9921,3.9,5.1,4.0
2700,4.5,0.0,0.0,Y,70k,1.0,4.3,0,10072,3.6,4.7,3.7
2700,4.5,0.0,0.0,Y,70k,5.0,3.8,0,5990,6.5,8.1,6.6
2700,4.5,0.0,0.0,Y,70k,5.0,4.3,0,6021,6.0,7.5,6.1
2700,4.5,0.0,0.0,Y,70k,10.0,3.8,0,3455,11.2,13.5,11.4
2700,4.5,0.0,0.0,Y,70k,10.0,4.3,0,3461,10.5,12.6,10.6
2700,4.5,0.0,0.0,J,70k,0.1,3.8,0,5442,5.7,14.9,6.0
2700,4.5,0.0,0.0,J,70k,0.1,4.3,0,5531,5.1,13.6,5.4
2700,4.5,0.0,0.0,J,70k,1.0,3.8,0,5271,5.9,15.4,6.2
2700,4.5,0.0,0.0,J,70k,1.0,4.3,0,5353,5.3,14.1,5.6
2700,4.5,0.0,0.0,J,70k,5.0,3.8,0,3084,10.2,27.2,10.8
2700,4.5,0.0,0.0,J,70k,5.0,4.3,0,3101,9.4,25.2,10.0
2700,4.5,0.0,0.0,J,70k,10.0,3.8,0,1645,19.4,50.7,20.5
2700,4.5,0.0,0.0,J,70k,10.0,4.3,0,1649,18.1,47.2,19.1
2700,4.5,0.0,0.0,H,70k,0.1,3.8,0,6515,4.6,9.0,4.8
2700,4.5,0.0,0.0,H,70k,0.1,4.3,0,6599,4.3,8.3,4.4
2700,4.5,0.0,0.0,H,70k,1.0,3.8,0,6373,4.7,9.2,4.9
2700,4.5,0.0,0.0,H,70k,1.0,4.3,0,6452,4.4,8.5,4.5
2700,4.5,0.0,0.0,H,70k,5.0,3.8,0,3991,7.6,14.9,7.9
2700,4.5,0.0,0.0,H,70k,5.0,4.3,0,4012,7.1,13.8,7.3
2700,4.5,0.0,0.0,H,70k,10.0,3.8,0,2125,14.4,28.9,15.0
2700,4.5,0.0,0.0,H,70k,10.0,4.3,0,2130,13.5,26.9,14.0
2700,4.5,0.0,0.0,Y,80k,0.1,3.8,0,11765,3.1,4.0,3.1
2700,4.5,0.0,0.0,Y,80k,0.1,4.3,0,11948,2.8,3.7,2.9
2700,4.5,0.0,0.0,Y,80k,1.0,3.8,0,11362,3.2,4.2,3.2
2700,4.5,0.0,0.0,Y,80k,1.0,4.3,0,11528,2.9,3.9,3.0
2700,4.5,0.0,0.0,Y,80k,5.0,3.8,0,6266,5.8,7.2,5.9
2700,4.5,0.0,0.0,Y,80k,5.0,4.3,0,6294,5.4,6.7,5.5
2700,4.5,0.0,0.0,Y,80k,10.0,3.8,0,3509,10.4,12.4,10.5
2700,4.5,0.0,0.0,Y,80k,10.0,4.3,0,3515,9.7,11.6,9.8
2700,4.5,0.0,0.0,J,80k,0.1,3.8,0,6305,4.6,11.9,4.8
2700,4.5,0.0,0.0,J,80k,0.1,4.3,0,6406,4.1,10.8,4.4
2700,4.5,0.0,0.0,J,80k,1.0,3.8,0,6057,4.8,12.5,5.0
2700,4.5,0.0,0.0,J,80k,1.0,4.3,0,6148,4.3,11.3,4.6
2700,4.5,0.0,0.0,J,80k,5.0,3.8,0,3241,9.0,24.1,9.6
2700,4.5,0.0,0.0,J,80k,5.0,4.3,0,3257,8.4,22.4,8.9
2700,4.5,0.0,0.0,J,80k,10.0,3.8,0,1676,17.8,46.6,18.9
2700,4.5,0.0,0.0,J,80k,10.0,4.3,0,1679,16.6,43.4,17.6
2700,4.5,0.0,0.0,H,80k,0.1,3.8,0,7304,3.9,7.5,4.0
2700,4.5,0.0,0.0,H,80k,0.1,4.3,0,7390,3.6,7.0,3.7
2700,4.5,0.0,0.0,H,80k,1.0,3.8,0,7113,4.0,7.7,4.1
2700,4.5,0.0,0.0,H,80k,1.0,4.3,0,7193,3.7,7.1,3.8
2700,4.5,0.0,0.0,H,80k,5.0,3.8,0,4181,6.8,13.3,7.0
2700,4.5,0.0,0.0,H,80k,5.0,4.3,0,4200,6.3,12.3,6.5
2700,4.5,0.0,0.0,H,80k,10.0,3.8,0,2166,13.3,26.5,13.7
2700,4.5,0.0,0.0,H,80k,10.0,4.3,0,2170,12.3,24.7,12.8
2600,4.5,0.0,0.0,Y,70k,0.1,3.8,0,11478,3.4,4.5,3.4
2600,4.5,0.0,0.0,Y,70k,0.1,4.3,0,11665,3.1,4.1,3.1
2600,4.5,0.0,0.0,Y,70k,1.0,3.8,0,11165,3.5,4.6,3.5
2600,4.5,0.0,0.0,Y,70k,1.0,4.3,0,11337,3.2,4.2,3.2
2600,4.5,0.0,0.0,Y,70k,5.0,3.8,0,6694,5.8,7.3,5.9
2600,4.5,0.0,0.0,Y,70k,5.0,4.3,0,6729,5.4,6.8,5.4
2600,4.5,0.0,0.0,Y,70k,10.0,3.8,0,3885,9.9,12.0,10.1
2600,4.5,0.0,0.0,Y,70k,10.0,4.3,0,3892,9.3,11.2,9.4
2600,4.5,0.0,0.0,J,70k,0.1,3.8,0,6306,4.8,12.8,5.1
2600,4.5,0.0,0.0,J,70k,0.1,4.3,0,6410,4.4,11.6,4.6
2600,4.5,0.0,0.0,J,70k,1.0,3.8,0,6107,5.0,13.3,5.3
2600,4.5,0.0,0.0,J,70k,1.0,4.3,0,6202,4.5,12.1,4.8
2600,4.5,0.0,0.0,J,70k,5.0,3.8,0,3559,8.7,23.5,9.3
2600,4.5,0.0,0.0,J,70k,5.0,4.3,0,3580,8.1,21.8,8.6
2600,4.5,0.0,0.0,J,70k,10.0,3.8,0,1893,16.8,43.9,17.8
2600,4.5,0.0,0.0,J,70k,10.0,4.3,0,1897,15.6,40.9,16.5
2600,4.5,0.0,0.0,H,70k,0.1,3.8,0,7322,4.1,8.1,4.3
2600,4.5,0.0,0.0,H,70k,0.1,4.3,0,7417,3.8,7.5,4.0
2600,4.5,0.0,0.0,H,70k,1.0,3.8,0,7163,4.2,8.3,4.4
2600,4.5,0.0,0.0,H,70k,1.0,4.3,0,7252,3.9,7.7,4.0
2600,4.5,0.0,0.0,H,70k,5.0,3.8,0,4482,6.8,13.4,7.0
2600,4.5,0.0,0.0,H,70k,5.0,4.3,0,4506,6.3,12.5,6.5
2600,4.5,0.0,0.0,H,70k,10.0,3.8,0,2389,12.9,26.2,13.4
2600,4.5,0.0,0.0,H,70k,10.0,4.3,0,2394,12.0,24.4,12.5
2600,4.5,0.0,0.0,Y,80k,0.1,3.8,0,13281,2.7,3.6,2.8
2600,4.5,0.0,0.0,Y,80k,0.1,4.3,0,13491,2.5,3.4,2.5
2600,4.5,0.0,0.0,Y,80k,1.0,3.8,0,12819,2.8,3.8,2.9
2600,4.5,0.0,0.0,Y,80k,1.0,4.3,0,13009,2.6,3.5,2.6
2600,4.5,0.0,0.0,Y,80k,5.0,3.8,0,7005,5.2,6.5,5.2
2600,4.5,0.0,0.0,Y,80k,5.0,4.3,0,7035,4.8,6.1,4.9
2600,4.5,0.0,0.0,Y,80k,10.0,3.8,0,3945,9.2,11.1,9.3
2600,4.5,0.0,0.0,Y,80k,10.0,4.3,0,3951,8.5,10.3,8.7
2600,4.5,0.0,0.0,J,80k,0.1,3.8,0,7312,3.9,10.2,4.1
2600,4.5,0.0,0.0,J,80k,0.1,4.3,0,7430,3.5,9.2,3.7
2600,4.5,0.0,0.0,J,80k,1.0,3.8,0,7022,4.1,10.7,4.3
2600,4.5,0.0,0.0,J,80k,1.0,4.3,0,7128,3.7,9.7,3.9
2600,4.5,0.0,0.0,J,80k,5.0,3.8,0,3743,7.8,20.9,8.2
2600,4.5,0.0,0.0,J,80k,5.0,4.3,0,3761,7.2,19.4,7.6
2600,4.5,0.0,0.0,J,80k,10.0,3.8,0,1928,15.4,40.4,16.3
2600,4.5,0.0,0.0,J,80k,10.0,4.3,0,1932,14.3,37.6,15.2
2600,4.5,0.0,0.0,H,80k,0.1,3.8,0,8212,3.4,6.8,3.6
2600,4.5,0.0,0.0,H,80k,0.1,4.3,0,8310,3.2,6.2,3.3
2600,4.5,0.0,0.0,H,80k,1.0,3.8,0,7997,3.5,6.9,3.7
2600,4.5,0.0,0.0,H,80k,1.0,4.3,0,8088,3.3,6.4,3.4
2600,4.5,0.0,0.0,H,80k,5.0,3.8,0,4696,6.1,12.0,6.3
2600,4.5,0.0,0.0,H,80k,5.0,4.3,0,4717,5.6,11.1,5.8
2600,4.5,0.0,0.0,H,80k,10.0,3.8,0,2434,11.8,24.1,12.3
2600,4.5,0.0,0.0,H,80k,10.0,4.3,0,2438,11.0,22.4,11.4
2500,4.5,0.0,0.0,Y,70k,0.1,3.8,0,12704,3.0,4.1,3.1
2500,4.5,0.0,0.0,Y,70k,0.1,4.3,0,12915,2.8,3.8,2.8
2500,4.5,0.0,0.0,Y,70k,1.0,3.8,0,12350,3.1,4.2,3.1
2500,4.5,0.0,0.0,Y,70k,1.0,4.3,0,12545,2.8,3.9,2.9
2500,4.5,0.0,0.0,Y,70k,5.0,3.8,0,7305,5.2,6.7,5.3
2500,4.5,0.0,0.0,Y,70k,5.0,4.3,0,7344,4.9,6.3,4.9
2500,4.5,0.0,0.0,Y,70k,10.0,3.8,0,4238,9.0,11.0,9.1
2500,4.5,0.0,0.0,Y,70k,10.0,4.3,0,4245,8.4,10.3,8.5
2500,4.5,0.0,0.0,J,70k,0.1,3.8,0,7327,4.1,10.9,4.3
2500,4.5,0.0,0.0,J,70k,0.1,4.3,0,7449,3.7,9.9,3.9
2500,4.5,0.0,0.0,J,70k,1.0,3.8,0,7094,4.2,11.3,4.5
2500,4.5,0.0,0.0,J,70k,1.0,4.3,0,7206,3.8,10.3,4.1
2500,4.5,0.0,0.0,J,70k,5.0,3.8,0,4118,7.5,20.4,7.9
2500,4.5,0.0,0.0,J,70k,5.0,4.3,0,4142,6.9,18.9,7.3
2500,4.5,0.0,0.0,J,70k,10.0,3.8,0,2173,14.5,38.5,15.4
2500,4.5,0.0,0.0,J,70k,10.0,4.3,0,2177,13.5,35.8,14.3
2500,4.5,0.0,0.0,H,70k,0.1,3.8,0,8186,3.7,7.3,3.8
2500,4.5,0.0,0.0,H,70k,0.1,4.3,0,8291,3.4,6.7,3.5
2500,4.5,0.0,0.0,H,70k,1.0,3.8,0,8009,3.8,7.5,3.9
2500,4.5,0.0,0.0,H,70k,1.0,4.3,0,8108,3.5,6.9,3.6
2500,4.5,0.0,0.0,H,70k,5.0,3.8,0,5031,6.1,12.0,6.3
2500,4.5,0.0,0.0,H,70k,5.0,4.3,0,5058,5.7,11.2,5.9
2500,4.5,0.0,0.0,H,70k,10.0,3.8,0,2703,11.4,23.4,11.9
2500,4.5,0.0,0.0,H,70k,10.0,4.3,0,2709,10.7,21.9,11.1
2500,4.5,0.0,0.0,Y,80k,0.1,3.8,0,14757,2.4,3.3,2.5
2500,4.5,0.0,0.0,Y,80k,0.1,4.3,0,14995,2.2,3.1,2.3
2500,4.5,0.0,0.0,Y,80k,1.0,3.8,0,14233,2.5,3.4,2.5
2500,4.5,0.0,0.0,Y,80k,1.0,4.3,0,14450,2.3,3.2,2.3
2500,4.5,0.0,0.0,Y,80k,5.0,3.8,0,7650,4.7,6.0,4.7
2500,4.5,0.0,0.0,Y,80k,5.0,4.3,0,7684,4.3,5.6,4.4
2500,4.5,0.0,0.0,Y,80k,10.0,3.8,0,4303,8.3,10.2,8.4
2500,4.5,0.0,0.0,Y,80k,10.0,4.3,0,4309,7.7,9.5,7.8
2500,4.5,0.0,0.0,J,80k,0.1,3.8,0,8504,3.3,8.7,3.5
2500,4.5,0.0,0.0,J,80k,0.1,4.3,0,8642,3.0,7.8,3.1
2500,4.5,0.0,0.0,J,80k,1.0,3.8,0,8165,3.4,9.1,3.6
2500,4.5,0.0,0.0,J,80k,1.0,4.3,0,8288,3.1,8.2,3.3
2500,4.5,0.0,0.0,J,80k,5.0,3.8,0,4332,6.6,18.1,7.0
2500,4.5,0.0,0.0,J,80k,5.0,4.3,0,4354,6.1,16.8,6.5
2500,4.5,0.0,0.0,J,80k,10.0,3.8,0,2214,13.3,35.3,14.1
2500,4.5,0.0,0.0,J,80k,10.0,4.3,0,2218,12.4,32.9,13.1
2500,4.5,0.0,0.0,H,80k,0.1,3.8,0,9178,3.1,6.1,3.2
2500,4.5,0.0,0.0,H,80k,0.1,4.3,0,9286,2.9,5.6,3.0
2500,4.5,0.0,0.0,H,80k,1.0,3.8,0,8938,3.2,6.2,3.3
2500,4.5,0.0,0.0,H,80k,1.0,4.3,0,9039,2.9,5.7,3.0
2500,4.5,0.0,0.0,H,80k,5.0,3.8,0,5269,5.4,10.8,5.6
2500,4.5,0.0,0.0,H,80k,5.0,4.3,0,5292,5.0,10.0,5.2
2500,4.5,0.0,0.0,H,80k,10.0,3.8,0,2754,10.5,21.5,10.9
2500,4.5,0.0,0.0,H,80k,10.0,4.3,0,2759,9.8,20.1,10.2
